item_id,dataset,query_ref,score_band,query_active_channels,query_high_risk_channels,query_stage_profile,rating_semantic_similarity_0_2,rating_shared_high_risk_precursor_0_1,rating_supports_escalation_0_2,rating_misleading_0_1,rating_confidence_1_5,free_text_rationale,analog1_ref,analog1_active_channels,analog1_high_risk_channels,analog1_stage_profile,analog2_ref,analog2_active_channels,analog2_high_risk_channels,analog2_stage_profile,analog3_ref,analog3_active_channels,analog3_high_risk_channels,analog3_stage_profile,analog4_ref,analog4_active_channels,analog4_high_risk_channels,analog4_stage_profile,analog5_ref,analog5_active_channels,analog5_high_risk_channels,analog5_stage_profile
item_4315395dbc8d,AIT-ADS chronology,q_4758ad64667f,top_decile,none,none,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,,,,,,,a_d0122971fec3,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_3ef5468f6ca1,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_9883e973d284,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4fa0b63c1b58,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4a3532ed1640,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_6e2815e35764,AIT-ADS chronology,q_e6f83fa182ca,top_decile,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_3507df9d5c34,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35fa0971d50a,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_9b244123a640,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35f696c3b63d,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_d68e36f78bdb,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_18a9e7c03688,ATLASv2 held-out-family,q_19fba99ac8f8,top_decile,none,none,not_provided,,,,,,,a_3169ada826a1,none,none,not_provided,a_dd9e72aed31d,none,none,not_provided,a_201d8c1f5d20,none,none,not_provided,a_130abdbc237b,none,none,not_provided,a_29efabeac27e,none,none,not_provided
item_2b1637a307a8,AIT-ADS chronology,q_e6f83fa182ca,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_8dd6a4b13b99,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285159b337d1,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_e1f98400c34f,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_bb18ae5f8cb0,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285695e9d9c6,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_7132f79a46f4,ATLASv2 held-out-family,q_8e3c5f3cbc3c,low_quartile,recon,none,not_provided,,,,,,,a_2a2e50bf3f0a,recon,none,not_provided,a_2fcda259cf88,recon,none,not_provided,a_d8128511e155,recon,none,not_provided,a_4cb2a539f5c5,recon,none,not_provided,a_38ffd66cec55,recon;persistence,persistence,not_provided
item_fae6a8be911d,AIT-ADS chronology,q_4758ad64667f,top_decile,priv_esc,priv_esc,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,,,,,,,a_aa26c68c0427,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_8d547d1e2638,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_da33b660f6b0,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_5de97807899a,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_1f049140fd72,auth_abuse;execution;priv_esc,execution;priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan
item_6ec9b60bbdff,ATLASv2 held-out-family,q_8e3c5f3cbc3c,middle,none,none,not_provided,,,,,,,a_0d5cf2d4e68b,none,none,not_provided,a_cb05b7c254cc,none,none,not_provided,a_9e1735abb653,none,none,not_provided,a_06808402b0ec,none,none,not_provided,a_15d2b2a6998f,none,none,not_provided
item_3dda694e921e,AIT-ADS chronology,q_4758ad64667f,top_decile,none,none,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,,,,,,,a_d0122971fec3,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_3ef5468f6ca1,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_9883e973d284,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4fa0b63c1b58,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4a3532ed1640,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_bd6147908fe3,AIT-ADS chronology,q_e6f83fa182ca,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_8dd6a4b13b99,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_8d547d1e2638,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_abcb1b005c57,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_bb18ae5f8cb0,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285695e9d9c6,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_dba115d62ea0,AIT-ADS chronology,q_4758ad64667f,top_decile,none,none,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,,,,,,,a_d0122971fec3,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_3ef5468f6ca1,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_9883e973d284,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4fa0b63c1b58,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4a3532ed1640,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_d2bf49aa84ee,AIT-ADS chronology,q_3d64d7f122be,middle,auth_abuse;execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,,,,,,,a_51529f6561ed,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_5e0523330561,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_9b244123a640,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_54e36e3da5b1,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_1f049140fd72,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan
item_35d52d10ba29,ATLASv2 held-out-family,q_8e3c5f3cbc3c,low_quartile,recon;execution,execution,not_provided,,,,,,,a_0d5cf2d4e68b,recon;execution,execution,not_provided,a_347a5c3321e7,recon;execution,execution,not_provided,a_d8128511e155,recon;execution,execution,not_provided,a_06808402b0ec,none,none,not_provided,a_15d2b2a6998f,none,none,not_provided
item_8bf6c6c6cae6,ATLASv2 held-out-family,q_8a4ae7dc6f39,top_decile,recon;execution,execution,not_provided,,,,,,,a_6dcf37a38b08,recon;execution,execution,not_provided,a_206b8fa1ed9d,recon;execution,execution,not_provided,a_5702d5bffce5,recon;execution;persistence,execution;persistence,not_provided,a_683533403cb0,recon;execution;persistence,execution;persistence,not_provided,a_d14a215df496,recon;auth_abuse;execution,execution,not_provided
item_7627895428cd,ATLASv2 held-out-family,q_8e3c5f3cbc3c,middle,recon;execution;persistence,execution;persistence,not_provided,,,,,,,a_0d5cf2d4e68b,recon;execution;persistence,execution;persistence,not_provided,a_2fcda259cf88,recon;execution,execution,not_provided,a_f02013a72d1f,recon;auth_abuse;execution;persistence;collection_exfil,execution;persistence;collection_exfil,not_provided,a_4cb2a539f5c5,recon;auth_abuse;execution;persistence;collection_exfil,execution;persistence;collection_exfil,not_provided,a_1e3a95490cd3,recon;execution,execution,not_provided
item_7edae499375e,ATLASv2 held-out-family,q_8a4ae7dc6f39,top_decile,none,none,not_provided,,,,,,,a_3169ada826a1,none,none,not_provided,a_dd9e72aed31d,none,none,not_provided,a_201d8c1f5d20,none,none,not_provided,a_130abdbc237b,none,none,not_provided,a_29efabeac27e,none,none,not_provided
item_9290160bb4f8,AIT-ADS chronology,q_e6f83fa182ca,middle,auth_abuse;collection_exfil,collection_exfil,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_51529f6561ed,auth_abuse;execution;priv_esc,execution;priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_6fa9c3c2b88f,auth_abuse;execution;collection_exfil,execution;collection_exfil,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_9b244123a640,auth_abuse;execution;priv_esc,execution;priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35f696c3b63d,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_d68e36f78bdb,auth_abuse;execution;priv_esc,execution;priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_feaeaabd3129,AIT-ADS chronology,q_e6f83fa182ca,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_8dd6a4b13b99,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285159b337d1,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_abcb1b005c57,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_5de97807899a,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_574351dae0a7,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_472ad8098d7d,AIT-ADS chronology,q_4758ad64667f,top_decile,recon;auth_abuse;execution;persistence;lateral_move;collection_exfil,execution;persistence;lateral_move;collection_exfil,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,,,,,,,a_aa26c68c0427,recon;auth_abuse;execution;lateral_move;collection_exfil,execution;lateral_move;collection_exfil,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_35fa0971d50a,recon;auth_abuse;execution;persistence;cred_access;lateral_move;c2;collection_exfil;impact;defense_evasion,execution;persistence;cred_access;lateral_move;c2;collection_exfil;impact;defense_evasion,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_e1f98400c34f,recon;auth_abuse;execution;lateral_move;collection_exfil,execution;lateral_move;collection_exfil,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_35f696c3b63d,recon;auth_abuse;execution;persistence;cred_access;lateral_move;c2;collection_exfil;impact;defense_evasion,execution;persistence;cred_access;lateral_move;c2;collection_exfil;impact;defense_evasion,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_d68e36f78bdb,recon;auth_abuse;execution;persistence;cred_access;lateral_move;c2;collection_exfil;impact;defense_evasion,execution;persistence;cred_access;lateral_move;c2;collection_exfil;impact;defense_evasion,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_5f8cc2b53b36,AIT-ADS chronology,q_e6f83fa182ca,top_decile,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_3507df9d5c34,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35fa0971d50a,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_9b244123a640,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35f696c3b63d,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_d68e36f78bdb,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_9ae943bfcc6d,ATLASv2 held-out-family,q_b4fc24ac91ca,middle,recon;auth_abuse;execution,execution,not_provided,,,,,,,a_f91496208305,recon;auth_abuse;execution,execution,not_provided,a_5d56e95326aa,recon;auth_abuse;execution,execution,not_provided,a_f02013a72d1f,recon;auth_abuse;execution,execution,not_provided,a_4cb2a539f5c5,recon;auth_abuse;execution,execution,not_provided,a_1e3a95490cd3,recon;execution,execution,not_provided
item_7c715204c796,ATLASv2 held-out-family,q_8a4ae7dc6f39,top_decile,recon;execution,execution,not_provided,,,,,,,a_6dcf37a38b08,recon;execution,execution,not_provided,a_edce6d702215,recon;execution;persistence,execution;persistence,not_provided,a_82f6b891021d,recon;auth_abuse;execution,execution,not_provided,a_376403f1b13c,recon;execution,execution,not_provided,a_c66eda152632,recon;execution,execution,not_provided
item_0f0c852f0d08,ATLASv2 held-out-family,q_8a4ae7dc6f39,top_decile,none,none,not_provided,,,,,,,a_3169ada826a1,none,none,not_provided,a_dd9e72aed31d,none,none,not_provided,a_201d8c1f5d20,none,none,not_provided,a_130abdbc237b,none,none,not_provided,a_29efabeac27e,none,none,not_provided
item_ff7406cb1bf0,ATLASv2 held-out-family,q_46b15256ca52,top_decile,none,none,not_provided,,,,,,,a_3169ada826a1,none,none,not_provided,a_dd9e72aed31d,none,none,not_provided,a_201d8c1f5d20,none,none,not_provided,a_130abdbc237b,none,none,not_provided,a_29efabeac27e,none,none,not_provided
item_a32679b42b9f,AIT-ADS chronology,q_e6f83fa182ca,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_3507df9d5c34,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_6fa9c3c2b88f,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_9b244123a640,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35f696c3b63d,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_d68e36f78bdb,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_6f0a8f96d220,ATLASv2 held-out-family,q_8e3c5f3cbc3c,middle,none,none,not_provided,,,,,,,a_0d5cf2d4e68b,none,none,not_provided,a_cb05b7c254cc,none,none,not_provided,a_9e1735abb653,none,none,not_provided,a_06808402b0ec,none,none,not_provided,a_15d2b2a6998f,none,none,not_provided
item_24e575788834,AIT-ADS chronology,q_e6f83fa182ca,top_decile,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_3507df9d5c34,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_6fa9c3c2b88f,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_9b244123a640,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_1b1e8c062710,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_d68e36f78bdb,auth_abuse;execution;priv_esc,execution;priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_3249c3b83ace,AIT-ADS chronology,q_e6f83fa182ca,middle,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_51529f6561ed,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_5e0523330561,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_da33b660f6b0,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_54e36e3da5b1,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_d68e36f78bdb,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_3c8ea7405f20,AIT-ADS chronology,q_e6f83fa182ca,middle,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_51529f6561ed,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_35fa0971d50a,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_da33b660f6b0,auth_abuse;execution;priv_esc;lateral_move,execution;priv_esc;lateral_move,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_35f696c3b63d,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_1f049140fd72,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan
item_54172a68006d,AIT-ADS chronology,q_e6f83fa182ca,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_3507df9d5c34,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_6fa9c3c2b88f,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_9b244123a640,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35f696c3b63d,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_d68e36f78bdb,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_9004a4389dad,AIT-ADS chronology,q_3d64d7f122be,middle,auth_abuse;execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,,,,,,,a_51529f6561ed,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_5e0523330561,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_da33b660f6b0,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_35f696c3b63d,auth_abuse;execution;priv_esc,execution;priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_1f049140fd72,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan
item_1732ef03c658,AIT-ADS chronology,q_4758ad64667f,top_decile,none,none,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,,,,,,,a_d0122971fec3,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_3ef5468f6ca1,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_9883e973d284,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4fa0b63c1b58,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4a3532ed1640,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_06e439943bbf,AIT-ADS chronology,q_e6f83fa182ca,low_quartile,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_3507df9d5c34,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_5e0523330561,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_da33b660f6b0,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_54e36e3da5b1,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_d68e36f78bdb,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_bafefae4212d,ATLASv2 held-out-family,q_8e3c5f3cbc3c,middle,none,none,not_provided,,,,,,,a_0d5cf2d4e68b,none,none,not_provided,a_cb05b7c254cc,none,none,not_provided,a_9e1735abb653,none,none,not_provided,a_06808402b0ec,none,none,not_provided,a_15d2b2a6998f,none,none,not_provided
item_3358432e0f09,AIT-ADS chronology,q_e6f83fa182ca,top_decile,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_a94e9921fca0,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,a_d506e3092897,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,a_9b244123a640,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35f696c3b63d,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_285695e9d9c6,auth_abuse;priv_esc;c2,priv_esc;c2,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_35a4b70915db,ATLASv2 held-out-family,q_8e3c5f3cbc3c,middle,none,none,not_provided,,,,,,,a_0d5cf2d4e68b,none,none,not_provided,a_cb05b7c254cc,none,none,not_provided,a_9e1735abb653,none,none,not_provided,a_06808402b0ec,none,none,not_provided,a_15d2b2a6998f,none,none,not_provided
item_1e162169de4c,ATLASv2 held-out-family,q_8e3c5f3cbc3c,middle,none,none,not_provided,,,,,,,a_0d5cf2d4e68b,none,none,not_provided,a_cb05b7c254cc,none,none,not_provided,a_9e1735abb653,none,none,not_provided,a_06808402b0ec,none,none,not_provided,a_15d2b2a6998f,none,none,not_provided
item_5dd8fccdb0d6,AIT-ADS chronology,q_3d64d7f122be,middle,auth_abuse;execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,,,,,,,a_51529f6561ed,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_5e0523330561,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_9b244123a640,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_1b1e8c062710,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_d68e36f78bdb,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_9c28a71fba3c,AIT-ADS chronology,q_3d64d7f122be,middle,auth_abuse;execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,,,,,,,a_6d3c9cef6a6b,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_6fa9c3c2b88f,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_fe9cea652da4,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_1b1e8c062710,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_194ff82c2264,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan
item_bf688e85aeb0,AIT-ADS chronology,q_3d64d7f122be,middle,auth_abuse;execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,,,,,,,a_6d3c9cef6a6b,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_6fa9c3c2b88f,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_fe9cea652da4,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_54e36e3da5b1,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_d68e36f78bdb,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_ff20821d5ead,ATLASv2 held-out-family,q_8e3c5f3cbc3c,middle,recon,none,not_provided,,,,,,,a_2a2e50bf3f0a,recon,none,not_provided,a_2fcda259cf88,recon,none,not_provided,a_d8128511e155,recon,none,not_provided,a_4cb2a539f5c5,recon,none,not_provided,a_38ffd66cec55,recon;persistence,persistence,not_provided
