attack, process_id, process_name, label
atlasv2/h1-m3, 4664, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 2400, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 4564, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 4632, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 5604, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 4044, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 3876, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 4644, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 3692, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 928, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 2236, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 2480, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 2700, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 2268, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 2004, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 424, c:\windows\system32\wininit.exe, benign
atlasv2/h1-m3, 2440, c:\windows\system32\wbem\wmiprvse.exe, benign
atlasv2/h1-m3, 1948, c:\windows\system32\dllhost.exe, benign
atlasv2/h1-m3, 3336, c:\windows\system32\searchfilterhost.exe, benign
atlasv2/h1-m3, 716, c:\program files\vmware\vmware tools\vmacthlp.exe, benign
atlasv2/h1-m3, 2044, c:\program files\vmware\vmware tools\vmware vgauth\vgauthservice.exe, benign
atlasv2/h1-m3, 3908, c:\program files\vmware\vmware tools\tpautoconnect.exe, benign
atlasv2/h1-m3, 2200, c:\windows\system32\svchost.exe, benign
atlasv2/h1-m3, 2508, c:\windows\system32\dllhost.exe, benign
atlasv2/h1-m3, 3916, c:\windows\system32\conhost.exe, benign
atlasv2/h1-m3, 3316, c:\windows\system32\searchprotocolhost.exe, benign
atlasv2/h1-m3, 1772, c:\program files\vmware\vmware tools\vmtoolsd.exe, benign
atlasv2/h1-m3, 320, c:\program files\vmware\vmware tools\vmtoolsd.exe, benign
atlasv2/h1-m3, 4060, c:\windows\system32\dllhost.exe, benign
atlasv2/h1-m3, 2916, c:\windows\system32\msdtc.exe, benign
atlasv2/h1-m3, 3440, c:\windows\system32\vssvc.exe, benign
atlasv2/h1-m3, 300, c:\windows\system32\smss.exe, benign
atlasv2/h1-m3, 1528, c:\windows\system32\dwm.exe, benign
atlasv2/h1-m3, 1728, c:\windows\system32\wbem\unsecapp.exe, benign
atlasv2/h1-m3, 952, c:\program files\confer\repwsc.exe, benign
atlasv2/h1-m3, 2280, c:\windows\system32\svchost.exe, benign
atlasv2/h1-m3, 3612, c:\windows\system32\mmc.exe, benign
atlasv2/h1-m3, 912, c:\windows\system32\searchprotocolhost.exe, benign
atlasv2/h1-m3, 2404, c:\windows\system32\searchfilterhost.exe, benign
atlasv2/h1-m3, 1940, c:\windows\system32\dllhost.exe, benign
atlasv2/h1-m3, 3352, c:\windows\system32\dllhost.exe, benign
atlasv2/h1-m3, 3404, c:\program files\wireshark\dumpcap.exe, benign
atlasv2/h1-m3, 3412, c:\windows\system32\conhost.exe, benign
atlasv2/h1-m3, 2524, c:\program files\wireshark\dumpcap.exe, benign
atlasv2/h1-m3, 2544, c:\windows\system32\conhost.exe, benign
atlasv2/h1-m3, 2532, c:\python27\python.exe, benign
atlasv2/h1-m3, 2508, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 2320, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 3188, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 3392, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 724, c:\program files\confer\repux.exe, benign
atlasv2/h1-m3, 3868, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 3092, c:\program files\mozilla firefox\firefox.exe, contaminated
atlasv2/h1-m3, 4340, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 4396, c:\windows\system32\sc.exe, benign
atlasv2/h1-m3, 384, c:\windows\system32\csrss.exe, benign
atlasv2/h1-m3, 4404, c:\windows\system32\conhost.exe, benign
atlasv2/h1-m3, 4412, c:\windows\system32\sdclt.exe, benign
atlasv2/h1-m3, 4432, c:\windows\system32\taskhost.exe, benign
atlasv2/h1-m3, 4464, c:\windows\system32\wsqmcons.exe, benign
atlasv2/h1-m3, 4540, c:\windows\system32\schtasks.exe, benign
atlasv2/h1-m3, 4548, c:\windows\system32\conhost.exe, benign
atlasv2/h1-m3, 4584, c:\windows\system32\wbem\wmiadap.exe, benign
atlasv2/h1-m3, 3938, c:\windows\system32\dllhost.exe, benign
atlasv2/h1-m3, 5060, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 5092, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 5120, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 5148, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 5408, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 5444, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 5472, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 2596, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 4396, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 2944, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 2708, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 3116, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 3560, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 4988, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 5728, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 5356, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 3220, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 2880, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 2644, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 3372, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 1432, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 3464, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 1760, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 6096, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 2204, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 2448, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 3140, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 6060, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 6084, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 6108, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 6140, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 4120, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 5772, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 4308, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 4348, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 3452, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 4296, c:\windows\system32\wermgr.exe, benign
atlasv2/h1-m3, 4600, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 4604, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 4624, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 4428, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 4680, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 3108, c:\windows\system32\audiodg.exe, benign
atlasv2/h1-m3, 1044, c:\windows\system32\audiodg.exe, contaminated
atlasv2/h1-m3, 5224, c:\windows\system32\searchfilterhost.exe, benign
atlasv2/h1-m3, 4168, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 5004, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 1304, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 3352, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 1036, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 4496, c:\windows\system32\searchprotocolhost.exe, benign
atlasv2/h1-m3, 3672, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 4200, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 5680, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 3320, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 1996, c:\windows\system32\searchfilterhost.exe, benign
atlasv2/h1-m3, 4448, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 5200, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 5068, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 5648, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 3544, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 5304, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 4788, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 5152, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 3456, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 2752, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 5464, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 5876, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 3808, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 2148, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 2380, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 1964, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 4224, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 4172, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m3, 4328, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 1396, c:\windows\system32\spoolsv.exe, benign
atlasv2/h1-m4, 2556, c:\program files\vmware\vmware tools\tpautoconnsvc.exe, benign
atlasv2/h1-m4, 3156, c:\program files\mozilla firefox\firefox.exe, attack
atlasv2/h1-m4, 3516, c:\program files\microsoft office\office14\excel.exe, attack
atlasv2/h1-m4, 3600, c:\windows\system32\searchindexer.exe, benign
atlasv2/h1-m4, 2760, c:\windows\system32\searchprotocolhost.exe, contaminated
atlasv2/h1-m4, 152, c:\windows\system32\svchost.exe, attack
atlasv2/h1-m4, 6120, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 1728, c:\program files\confer\repmgr.exe, benign
atlasv2/h1-m4, 5252, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4624, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4260, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4728, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 1596, c:\windows\explorer.exe, attack
atlasv2/h1-m4, 4424, c:\program files\mozilla firefox\firefox.exe, attack
atlasv2/h1-m4, 195, c:\windows\system32\svchost.exe, attack
atlasv2/h1-m4, 196, c:\windows\system32\dllhost.exe, contaminated
atlasv2/h1-m4, 652, c:\windows\system32\svchost.exe, attack
atlasv2/h1-m4, 3832, c:\program files\wireshark\dumpcap.exe, benign
atlasv2/h1-m4, 624, c:\program files\wireshark\tshark.exe, benign
atlasv2/h1-m4, 1116, c:\windows\system32\conhost.exe, benign
atlasv2/h1-m4, 432, c:\windows\system32\csrss.exe, benign
atlasv2/h1-m4, 1876, c:\windows\system32\cmd.exe, contaminated
atlasv2/h1-m4, 3776, c:\windows\system32\conhost.exe, benign
atlasv2/h1-m4, 2444, c:\python27\python.exe, contaminated
atlasv2/h1-m4, 3556, c:\windows\system32\cmd.exe, contaminated
atlasv2/h1-m4, 2636, c:\windows\system32\conhost.exe, benign
atlasv2/h1-m4, 980, c:\windows\system32\svchost.exe, attack
atlasv2/h1-m4, 4552, c:\windows\system32\taskeng.exe, contaminated
atlasv2/h1-m4, 1972, c:\windows\sysmon.exe, contaminated
atlasv2/h1-m4, 267, c:\windows\system32\lsass.exe, attack
atlasv2/h1-m4, 4372, c:\windows\system32\wbem\wmiadap.exe, benign
atlasv2/h1-m4, 344, c:\windows\system32\svchost.exe, contaminated
atlasv2/h1-m4, 348, c:\windows\system32\services.exe, contaminated
atlasv2/h1-m4, 4644, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4684, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4712, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4744, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4772, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4800, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4828, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4864, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4892, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4920, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4948, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4976, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4068, c:\windows\system32\searchprotocolhost.exe, benign
atlasv2/h1-m4, 1844, c:\windows\system32\searchprotocolhost.exe, benign
atlasv2/h1-m4, 1848, c:\windows\system32\searchfilterhost.exe, benign
atlasv2/h1-m4, 5032, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5060, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5088, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5116, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5148, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5176, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5208, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5236, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5276, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5304, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5332, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5368, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5396, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5424, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5452, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5484, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5516, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5544, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5572, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5600, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4, SYSTEM, benign
atlasv2/h1-m4, 3552, c:\windows\system32\taskhost.exe, contaminated
atlasv2/h1-m4, 5768, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5804, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5832, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5860, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5892, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5932, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5964, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5992, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 6020, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 832, c:\windows\system32\svchost.exe, contaminated
atlasv2/h1-m4, 2408, c:\windows\system32\wbem\wmiprvse.exe, benign
atlasv2/h1-m4, 4244, c:\windows\system32\audiodg.exe, contaminated
atlasv2/h1-m4, 1457, c:\windows\system32\audiodg.exe, contaminated
atlasv2/h1-m4, 2032, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4772, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 3612, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5728, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 3112, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4240, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 1364, c:\windows\system32\searchfilterhost.exe, benign
atlasv2/h1-m4, 2548, c:\windows\system32\searchprotocolhost.exe, benign
atlasv2/h1-m4, 2844, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 3772, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5280, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5308, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5336, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5380, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5408, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5436, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5272, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 3448, c:\windows\system32\wbem\wmiapsrv.exe, contaminated
atlasv2/h1-m4, 5780, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5856, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 3576, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4604, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 1716, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 2392, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4764, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4712, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 3800, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 2424, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 3692, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4948, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5080, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 3864, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5032, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 2564, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 3532, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5664, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5616, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4900, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 1448, c:\windows\system32\taskhost.exe, attack
atlasv2/h1-m4, 1508, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5852, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5864, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5920, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4048, c:\windows\system32\macromed\flash\flashplayerupdateservice.exe, contaminated
atlasv2/h1-m4, 384, c:\windows\system32\csrss.exe, benign
atlasv2/h1-m4, 3552, c:\windows\system32\conhost.exe, contaminated
atlasv2/h1-m4, 5572, c:\windows\system32\macromed\flash\flashplayerupdateservice.exe, contaminated
atlasv2/h1-m4, 5948, c:\windows\system32\mmc.exe, contaminated
atlasv2/h1-m4, 4820, c:\windows\system32\consent.exe, contaminated
atlasv2/h1-m4, 2544, c:\windows\system32\dllhost.exe, contaminated
atlasv2/h1-m4, 2547, c:\windows\system32\dllhost.exe, contaminated
atlasv2/h1-m4, 4136, c:\windows\system32\mmc.exe, contaminated
atlasv2/h1-m4, 1920, c:\windows\system32\svchost.exe, contaminated
atlasv2/h1-m4, 4032, c:\windows\system32\taskhost.exe, contaminated
atlasv2/h1-m4, 4852, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 3200, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 3964, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5560, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5652, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 2472, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 2356, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 1564, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5756, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 2796, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 320, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 2456, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 840, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 3536, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4328, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 2044, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 2800, c:\windows\system32\lsm.exe, benign
atlasv2/h1-m4, 1432, c:\windows\system32\dllhost.exe, attack
atlasv2/h1-m4, 1052, c:\windows\system32\audiodg.exe, benign
atlasv2/h1-m4, 2814, c:\windows\system32\dllhost.exe, contaminated
atlasv2/h1-m4, 892, c:\windows\system32\svchost.exe, benign
atlasv2/h1-m4, 4036, c:\program files\microsoft office\office14\excel.exe, attack
atlasv2/h1-m4, 4436, c:\program files\common files\microsoft shared\officesoftwareprotectionplatform\osppsvc.exe, contaminated
atlasv2/h1-m4, 1712, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4604, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4660, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4708, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4728, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4764, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5804, c:\windows\system32\searchprotocolhost.exe, contaminated
atlasv2/h1-m4, 3211, c:\windows\system32\dllhost.exe, contaminated
atlasv2/h1-m4, 4968, c:\windows\system32\searchfilterhost.exe, benign
atlasv2/h1-m4, 3428, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 3396, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 1856, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4320, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 2044, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5740, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 3252, c:\windows\system32\dllhost.exe, contaminated
atlasv2/h1-m4, 6044, c:\program files\microsoft office\office14\winword.exe, attack
atlasv2/h1-m4, 6072, c:\program files\microsoft office\office14\winword.exe, contaminated
atlasv2/h1-m4, 5888, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 3548, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5904, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 1472, c:\windows\system32\svchost.exe, benign
atlasv2/h1-m4, 320, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 1044, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4332, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 364, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4024, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 2644, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 1224, c:\windows\system32\svchost.exe, benign
atlasv2/h1-m4, 2160, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 3388, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 2800, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 3864, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 1780, c:\program files\vmware\vmware tools\vmtoolsd.exe, benign
atlasv2/h1-m4, 5248, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 3860, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 1364, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4356, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5324, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5344, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5332, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5416, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5448, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5436, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5272, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 2144, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 2336, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4588, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4652, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4696, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4824, c:\windows\system32\wermgr.exe, contaminated
atlasv2/h1-m4, 1860, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 448, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5052, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 5084, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 4936, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m4, 424, c:\windows\system32\wininit.exe, benign
atlasv2/h1-m4, 480, c:\windows\system32\services.exe, benign
atlasv2/h1-m4, 840, c:\windows\system32\svchost.exe, benign
atlasv2/h1-m4, 1044, c:\program files\vmware\vmware tools\vmtoolsd.exe, benign
atlasv2/h1-m4, 3528, c:\windows\system32\searchindexer.exe, benign
atlasv2/h1-m4, 1776, c:\windows\system32\searchprotocolhost.exe, benign
atlasv2/h1-m4, 932, c:\windows\system32\svchost.exe, benign
atlasv2/h1-m4, 656, c:\windows\system32\svchost.exe, benign
atlasv2/h1-m4, 1216, c:\windows\system32\svchost.exe, benign
atlasv2/h1-m4, 2944, c:\windows\system32\wbem\wmiprvse.exe, benign
atlasv2/h1-m4, 2848, c:\windows\system32\wbem\wmiapsrv.exe, benign
atlasv2/h1-m4, 980, c:\windows\system32\svchost.exe, benign
