rater_id,pair_id,dataset,query_ref,sampling_stratum,score_band_blinded,query_active_channels,query_high_risk_channels,query_stage_profile,set_a_analog1_ref,set_a_analog1_active_channels,set_a_analog1_high_risk_channels,set_a_analog1_stage_profile,set_a_analog1_historical_outcome,set_a_analog1_time_to_escalation_min,set_a_analog2_ref,set_a_analog2_active_channels,set_a_analog2_high_risk_channels,set_a_analog2_stage_profile,set_a_analog2_historical_outcome,set_a_analog2_time_to_escalation_min,set_a_analog3_ref,set_a_analog3_active_channels,set_a_analog3_high_risk_channels,set_a_analog3_stage_profile,set_a_analog3_historical_outcome,set_a_analog3_time_to_escalation_min,set_a_analog4_ref,set_a_analog4_active_channels,set_a_analog4_high_risk_channels,set_a_analog4_stage_profile,set_a_analog4_historical_outcome,set_a_analog4_time_to_escalation_min,set_a_analog5_ref,set_a_analog5_active_channels,set_a_analog5_high_risk_channels,set_a_analog5_stage_profile,set_a_analog5_historical_outcome,set_a_analog5_time_to_escalation_min,set_a_relevance_1_5,set_a_supportiveness_1_5,set_a_actionability_1_5,set_a_explanation_quality_1_5,set_a_misleading_safety_1_5,set_b_analog1_ref,set_b_analog1_active_channels,set_b_analog1_high_risk_channels,set_b_analog1_stage_profile,set_b_analog1_historical_outcome,set_b_analog1_time_to_escalation_min,set_b_analog2_ref,set_b_analog2_active_channels,set_b_analog2_high_risk_channels,set_b_analog2_stage_profile,set_b_analog2_historical_outcome,set_b_analog2_time_to_escalation_min,set_b_analog3_ref,set_b_analog3_active_channels,set_b_analog3_high_risk_channels,set_b_analog3_stage_profile,set_b_analog3_historical_outcome,set_b_analog3_time_to_escalation_min,set_b_analog4_ref,set_b_analog4_active_channels,set_b_analog4_high_risk_channels,set_b_analog4_stage_profile,set_b_analog4_historical_outcome,set_b_analog4_time_to_escalation_min,set_b_analog5_ref,set_b_analog5_active_channels,set_b_analog5_high_risk_channels,set_b_analog5_stage_profile,set_b_analog5_historical_outcome,set_b_analog5_time_to_escalation_min,set_b_relevance_1_5,set_b_supportiveness_1_5,set_b_actionability_1_5,set_b_explanation_quality_1_5,set_b_misleading_safety_1_5,preferred_set,preference_confidence_1_5,free_text_rationale
rater_01,pair_1bd893720797,AIT-ADS chronology,q_8af5d10a5382,middle_score_ambiguous,middle,auth_abuse;execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_b01eafd07863,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_4877b93e5be0,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_49edaaa0de2b,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_3f475f7fdeb9,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_54f23907fc37,auth_abuse;execution;lateral_move,execution;lateral_move,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_c835e427b26b,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_181030cc8074,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_2b55edae91b0,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_4e656cba3710,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_f6005d833bd5,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_08eec06eae80,AIT-ADS chronology,q_7f86f70f8ab8,positive_or_high_score_tp,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,a_26e0838cc454,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,20.0,a_0a1dbb9836f0,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,5.0,a_2569c7b123d2,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_97ab3cf66f8e,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_46616b6c254e,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_e1ede32399ad,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,5.0,a_c9187082cd5d,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,20.0,a_c02b33b7b2e1,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,20.0,a_97ab3cf66f8e,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,10.0,a_46616b6c254e,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,10.0,,,,,,,,
rater_01,pair_7c3322c72ddd,ATLASv2 held-out-family,q_0e6ef056b7a3,positive_or_high_score_tp,top_decile,recon;auth_abuse;execution,execution,not_provided,a_0be0cb84423b,recon;auth_abuse;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_ad3c87cae87b,recon;auth_abuse;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_16e49624b512,recon;auth_abuse;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_eca0cb92d2a8,recon;auth_abuse;execution;persistence,execution;persistence,not_provided,not_escalated_within_30m,not_applicable,a_251c57055a0c,recon;auth_abuse;execution;persistence,execution;persistence,not_provided,not_escalated_within_30m,not_applicable,,,,,,a_0be0cb84423b,recon;auth_abuse;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_ad3c87cae87b,recon;auth_abuse;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_16e49624b512,recon;auth_abuse;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_254c1e40784f,recon;auth_abuse;execution,execution,not_provided,escalated_within_30m,15.0,a_57c113e7b142,recon;auth_abuse;execution,execution,not_provided,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_a42ea5b56254,ATLASv2 held-out-family,q_7df6e23098fa,low_score_negative,low_quartile,recon;auth_abuse;execution,execution,not_provided,a_87f63a327c21,execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_15df95c2f8c0,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_06e311477ab0,persistence,persistence,not_provided,not_escalated_within_30m,not_applicable,a_7d9514dbe2ad,recon;execution;persistence,execution;persistence,not_provided,not_escalated_within_30m,not_applicable,a_4d0ce74896b2,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,,,,,,a_87f63a327c21,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_096bd639efa6,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_06e311477ab0,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_0848cf6f6354,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_4d0ce74896b2,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_47161804905f,AIT-ADS chronology,q_8af5d10a5382,middle_score_ambiguous,middle,auth_abuse;execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_c835e427b26b,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_181030cc8074,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_2b55edae91b0,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_4e656cba3710,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_f6005d833bd5,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_b01eafd07863,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_4877b93e5be0,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_888fcb0cfa0e,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_4e656cba3710,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_54f23907fc37,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_c016c34dd991,ATLASv2 held-out-family,q_3cf393418dc3,middle_score_ambiguous,low_quartile,recon;execution,execution,not_provided,a_87f63a327c21,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_15df95c2f8c0,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_c7f67a8f67c3,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_e5787cc89a5f,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_f39e5ca3fd78,recon;execution;persistence,execution;persistence,not_provided,not_escalated_within_30m,not_applicable,,,,,,a_87f63a327c21,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_15df95c2f8c0,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_41c458b8ccdc,recon;auth_abuse;execution;persistence;collection_exfil,execution;persistence;collection_exfil,not_provided,not_escalated_within_30m,not_applicable,a_e5787cc89a5f,recon;auth_abuse;execution;persistence;collection_exfil,execution;persistence;collection_exfil,not_provided,not_escalated_within_30m,not_applicable,a_f39e5ca3fd78,recon;execution;persistence,execution;persistence,not_provided,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_3d8bf684013c,AIT-ADS chronology,q_8af5d10a5382,middle_score_ambiguous,middle,auth_abuse;execution;cred_access,execution;cred_access,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_b01eafd07863,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_ed05afd10eec,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_888fcb0cfa0e,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_77d2db11dd13,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_54f23907fc37,auth_abuse;execution;lateral_move,execution;lateral_move,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_c835e427b26b,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_181030cc8074,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_888fcb0cfa0e,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_4e656cba3710,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_f6005d833bd5,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_d01460c6a60b,ATLASv2 held-out-family,q_0e6ef056b7a3,high_score_negative,high_quartile,recon;auth_abuse;execution;persistence,execution;persistence,not_provided,a_4fb3a8798385,recon;auth_abuse;execution;persistence;defense_evasion,execution;persistence;defense_evasion,not_provided,not_escalated_within_30m,not_applicable,a_217a3355a0b5,recon;execution;lateral_move;defense_evasion,execution;lateral_move;defense_evasion,not_provided,not_escalated_within_30m,not_applicable,a_aea649cfbec8,recon;execution;persistence,execution;persistence,not_provided,not_escalated_within_30m,not_applicable,a_254c1e40784f,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_73cc67dac19f,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,,,,,,a_4fb3a8798385,recon;auth_abuse;execution;persistence;defense_evasion,execution;persistence;defense_evasion,not_provided,not_escalated_within_30m,not_applicable,a_ad3c87cae87b,recon;auth_abuse;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_695550fd8d98,execution;persistence;defense_evasion,execution;persistence;defense_evasion,not_provided,not_escalated_within_30m,not_applicable,a_254c1e40784f,recon;auth_abuse;execution,execution,not_provided,escalated_within_30m,15.0,a_73cc67dac19f,recon;auth_abuse;execution,execution,not_provided,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_6c3e3e187512,AIT-ADS chronology,q_7f86f70f8ab8,high_score_negative,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,a_a567deab8a40,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,25.0,a_181030cc8074,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_49edaaa0de2b,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,25.0,a_77d2db11dd13,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,25.0,a_658e0aab2564,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,25.0,,,,,,a_a567deab8a40,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,25.0,a_181030cc8074,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_49edaaa0de2b,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,25.0,a_77d2db11dd13,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,25.0,a_658e0aab2564,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,25.0,,,,,,,,
rater_01,pair_ca5160819d86,ATLASv2 held-out-family,q_0e6ef056b7a3,positive_or_high_score_tp,top_decile,recon;auth_abuse;execution,execution,not_provided,a_4e05c4a8777b,recon;auth_abuse;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_ad3c87cae87b,recon;auth_abuse;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_26b00f82047e,recon;auth_abuse;execution,execution,not_provided,escalated_within_30m,25.0,a_09a926d6b6d0,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_30414b853f41,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,,,,,,a_4e05c4a8777b,recon;auth_abuse;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_ad3c87cae87b,recon;auth_abuse;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_26b00f82047e,recon;auth_abuse;execution,execution,not_provided,escalated_within_30m,25.0,a_254c1e40784f,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_73cc67dac19f,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_36245c7c0e3c,AIT-ADS chronology,q_7f86f70f8ab8,positive_or_high_score_tp,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,a_26e0838cc454,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,20.0,a_0a1dbb9836f0,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,5.0,a_2569c7b123d2,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_97ab3cf66f8e,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_46616b6c254e,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_e1ede32399ad,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,5.0,a_c9187082cd5d,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,20.0,a_c02b33b7b2e1,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,20.0,a_97ab3cf66f8e,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,10.0,a_46616b6c254e,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,10.0,,,,,,,,
rater_01,pair_e1fe558d69b8,ATLASv2 held-out-family,q_40d8a737e98b,low_score_negative,low_quartile,recon;execution,execution,not_provided,a_9b9492c2142b,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_096bd639efa6,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_41c458b8ccdc,recon;auth_abuse;execution;persistence;collection_exfil,execution;persistence;collection_exfil,not_provided,not_escalated_within_30m,not_applicable,a_f3a110eb7cea,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_f39e5ca3fd78,recon;execution;persistence,execution;persistence,not_provided,not_escalated_within_30m,not_applicable,,,,,,a_9b9492c2142b,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_f27fcef82488,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_06e311477ab0,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_0848cf6f6354,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_4d0ce74896b2,recon;persistence,persistence,not_provided,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_31e7ee150eb6,ATLASv2 held-out-family,q_40d8a737e98b,low_score_negative,low_quartile,recon,none,not_provided,a_9493e5459216,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_f2cbfab81d7a,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_06e311477ab0,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_dda7a7c6f2c6,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_136dc58ff61a,recon,none,not_provided,not_escalated_within_30m,not_applicable,,,,,,a_9493e5459216,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_f2cbfab81d7a,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_06e311477ab0,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_0848cf6f6354,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_4d0ce74896b2,recon,none,not_provided,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_3254bc61cfe4,AIT-ADS chronology,q_b45325305605,low_score_negative,low_quartile,auth_abuse;persistence;cred_access,persistence;cred_access,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_b01eafd07863,execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_c9187082cd5d,auth_abuse;persistence;cred_access;lateral_move,persistence;cred_access;lateral_move,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_2569c7b123d2,priv_esc;lateral_move,priv_esc;lateral_move,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_77d2db11dd13,auth_abuse,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_41856de96843,auth_abuse;persistence,persistence,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_a567deab8a40,auth_abuse,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_c9187082cd5d,auth_abuse;persistence;cred_access,persistence;cred_access,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_2569c7b123d2,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_03f57858a9f6,auth_abuse;persistence;cred_access;lateral_move,persistence;cred_access;lateral_move,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_4d05f3c73ee6,auth_abuse;persistence;cred_access;lateral_move,persistence;cred_access;lateral_move,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_df4b469117f4,ATLASv2 held-out-family,q_3cf393418dc3,high_score_negative,middle,execution,execution,not_provided,a_87f63a327c21,execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_e8561a705647,execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_ad6e115bf692,execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_5ff809f2963a,execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_17dfbd767041,execution,execution,not_provided,not_escalated_within_30m,not_applicable,,,,,,a_87f63a327c21,execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_e8561a705647,execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_ad6e115bf692,execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_5ff809f2963a,execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_c6bd8db95164,execution,execution,not_provided,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_f1e0bc569e6f,ATLASv2 held-out-family,q_40d8a737e98b,low_score_negative,low_quartile,recon,none,not_provided,a_8e419217341b,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_f27fcef82488,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_012b9261bd71,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_e5787cc89a5f,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_136dc58ff61a,recon;persistence,persistence,not_provided,not_escalated_within_30m,not_applicable,,,,,,a_8e419217341b,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_f27fcef82488,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_012b9261bd71,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_e5787cc89a5f,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_136dc58ff61a,recon;persistence,persistence,not_provided,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_8b003852609c,ATLASv2 held-out-family,q_8b36c7183cf9,inactive_stratified_fill,top_decile,none,none,not_provided,a_ffb6f2264581,none,none,not_provided,not_escalated_within_30m,not_applicable,a_c03a5de2d14a,none,none,not_provided,not_escalated_within_30m,not_applicable,a_d287a27a5b6e,none,none,not_provided,not_escalated_within_30m,not_applicable,a_933a2fd65741,none,none,not_provided,not_escalated_within_30m,not_applicable,a_ba1c65c5da32,none,none,not_provided,not_escalated_within_30m,not_applicable,,,,,,a_ffb6f2264581,none,none,not_provided,not_escalated_within_30m,not_applicable,a_c03a5de2d14a,none,none,not_provided,not_escalated_within_30m,not_applicable,a_d287a27a5b6e,none,none,not_provided,not_escalated_within_30m,not_applicable,a_933a2fd65741,none,none,not_provided,not_escalated_within_30m,not_applicable,a_ba1c65c5da32,none,none,not_provided,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_1960b9a98b6c,ATLASv2 held-out-family,q_40d8a737e98b,stratified_fill,low_quartile,recon;execution;persistence,execution;persistence,not_provided,a_fb0cd9841b5d,recon;execution;persistence,execution;persistence,not_provided,not_escalated_within_30m,not_applicable,a_f2cbfab81d7a,recon;auth_abuse;execution;persistence;collection_exfil,execution;persistence;collection_exfil,not_provided,not_escalated_within_30m,not_applicable,a_06e311477ab0,persistence,persistence,not_provided,not_escalated_within_30m,not_applicable,a_0848cf6f6354,recon;execution;persistence,execution;persistence,not_provided,not_escalated_within_30m,not_applicable,a_edeb8408a5ed,recon;persistence,persistence,not_provided,not_escalated_within_30m,not_applicable,,,,,,a_fb0cd9841b5d,recon;execution;persistence,execution;persistence,not_provided,not_escalated_within_30m,not_applicable,a_f27fcef82488,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_41c458b8ccdc,recon;auth_abuse;execution;persistence;collection_exfil,execution;persistence;collection_exfil,not_provided,not_escalated_within_30m,not_applicable,a_e5787cc89a5f,recon;auth_abuse;execution;persistence;collection_exfil,execution;persistence;collection_exfil,not_provided,not_escalated_within_30m,not_applicable,a_4d0ce74896b2,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,,,,,,,,
